Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
TRVI,"Trevi Therapeutics, Inc.",5.28,$94.21M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvi,
TPCO,Tribune Publishing Company,10.05,$367.49M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/tpco,
TCDA,"Tricida, Inc.",16.5,$824.21M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tcda,
TCBK,TriCo Bancshares,29.01,$862.46M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbk,
TDAC,Trident Acquisitions Corp.,10.9475,$144.78M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/tdac,
TRIL,Trillium Therapeutics Inc.,8.12,$677.5M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tril,
TRS,TriMas Corporation,24.26,$1.05B,2007,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/trs,
TRMB,Trimble Inc.,43.95,$10.98B,1990,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trmb,
TRIB,Trinity Biotech plc,2.99,$71.88M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/trib,
TCOM,Trip.com Group Limited,27.08,$16.06B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tcom,
TRIP,"TripAdvisor, Inc.",19.71,$2.64B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/trip,
TSC,"TriState Capital Holdings, Inc.",14.46,$431.51M,2013,Finance,Major Banks,https://old.nasdaq.com/symbol/tsc,
TSCAP,"TriState Capital Holdings, Inc.",21.97,$644.29M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tscap,
TBK,"Triumph Bancorp, Inc.",24,$593.47M,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/tbk,
TRVG,trivago N.V.,1.78,$628.36M,2016,Technology,EDP Services,https://old.nasdaq.com/symbol/trvg,
TRUE,"TrueCar, Inc.",2.92,$313.23M,2014,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/true,
TRUP,"Trupanion, Inc.",49.45,$1.74B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/trup,
TRST,TrustCo Bank Corp NY,6.125,$590.65M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/trst,
TRMK,Trustmark Corporation,22.87,$1.45B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/trmk,
MEDS,"Trxade Group, Inc.",5.87,$47.33M,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/meds,
TSRI,"TSR, Inc.",4.05,$7.95M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/tsri,
TTEC,"TTEC Holdings, Inc.",46.96,$2.19B,1996,Technology,Professional Services,https://old.nasdaq.com/symbol/ttec,
TTMI,"TTM Technologies, Inc.",11.62,$1.23B,2000,Technology,Electrical Products,https://old.nasdaq.com/symbol/ttmi,
TC,TuanChe Limited,1.625,$123.2M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tc,
TCX,Tucows Inc.,61.1,$645.68M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/tcx,
TOUR,Tuniu Corporation,1.23,$151.74M,2014,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/tour,
TPTX,"Turning Point Therapeutics, Inc.",64.26,$2.66B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tptx,
HEAR,Turtle Beach Corporation,17.12,$249.49M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/hear,
THCB,Tuscan Holdings Corp.,10.19,$361.61M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thcb,
THCA,Tuscan Holdings Corp. II,10.07,$221.41M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/thca,
TWIN,"Twin Disc, Incorporated",5.91,$79.23M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/twin,
TWST,Twist Bioscience Corporation,54.5,$2.42B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/twst,
TYME,"Tyme Technologies, Inc.",1.26,$159.53M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tyme,
USCR,"U S Concrete, Inc.",26.48,$441.48M,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/uscr,
PRTS,"U.S. Auto Parts Network, Inc.",12.48,$518.07M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/prts,
USEG,U.S. Energy Corp.,4.69,$6.56M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/useg,
GROW,"U.S. Global Investors, Inc.",2.5728,$38.68M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/grow,
USAU,U.S. Gold Corp.,7.76,$22.66M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usau,
USWS,"U.S. Well Services, Inc.",0.4228,$31.02M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/usws,
UCL,uCloudlink Group Inc.,13.93,$392.2M,2020,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/ucl,
UFPI,"UFP Industries, Inc.",50.93,$3.11B,1993,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/ufpi,
UFPT,"UFP Technologies, Inc.",47.7,$356.93M,1993,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ufpt,
ULTA,"Ulta Beauty, Inc.",203,$11.43B,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ulta,
UCTT,"Ultra Clean Holdings, Inc.",23.62,$942.44M,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/uctt,
RARE,Ultragenyx Pharmaceutical Inc.,85.88,$5.13B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rare,
ULBI,Ultralife Corporation,6.54,$103.9M,1992,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ulbi,
UMBF,UMB Financial Corporation,47.62,$2.29B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/umbf,
UMPQ,Umpqua Holdings Corporation,10.455,$2.3B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/umpq,
UNAM,Unico American Corporation,5,$26.53M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/unam,
LATN,Union Acquisition Corp. II,9.98,$249.5M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/latn,
UNB,"Union Bankshares, Inc.",18.68,$83.56M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/unb,
QURE,uniQure N.V.,43.95,$1.95B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/qure,
UAL,"United Airlines Holdings, Inc.",33.92,$9.85B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ual,
UBCP,"United Bancorp, Inc.",11.395,$65.28M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubcp,
UBOH,"United Bancshares, Inc.",18.2,$59.52M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/uboh,
UBSI,"United Bankshares, Inc.",26.95,$3.5B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubsi,
UCBI,"United Community Banks, Inc.",18.21,$1.57B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ucbi,
UFCS,"United Fire Group, Inc",28.06,$701.95M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ufcs,
UIHC,United Insurance Holdings Corp.,7.79,$334.84M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/uihc,
UNFI,"United Natural Foods, Inc.",19.34,$1.06B,2019,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/unfi,
UBFO,United Security Bancshares,7.08,$120.2M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ubfo,
USLM,"United States Lime & Minerals, Inc.",86.7,$487.88M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uslm,
UTHR,United Therapeutics Corporation,117.2,$5.16B,1999,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/uthr,
UG,"United-Guardian, Inc.",14.5399,$66.8M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ug,
UNIT,Uniti Group Inc.,9.125,$1.77B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/unit,
UNTY,"Unity Bancorp, Inc.",13.32,$144.97M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/unty,
UBX,"Unity Biotechnology, Inc.",8.86,$435.41M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ubx,
OLED,Universal Display Corporation,154.88,$7.3B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/oled,
UEIC,Universal Electronics Inc.,49.46,$688.14M,1993,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/ueic,
ULH,"Universal Logistics Holdings, Inc.",18.15,$488.58M,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ulh,
USAP,"Universal Stainless & Alloy Products, Inc.",8.15,$71.75M,1994,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/usap,
UVSP,Univest Financial Corporation,14.9,$434.89M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/uvsp,
UMRX,Unum Therapeutics Inc.,3.18,$119.03M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/umrx,
TIGR,UP Fintech Holding Limited,5.32,$751.51M,2019,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tigr,
UPLD,"Upland Software, Inc.",33.9,$857.85M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/upld,
UPWK,Upwork Inc.,13.94,$1.61B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/upwk,
UONE,"Urban One, Inc. ",14.3,$639.23M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uone,
UONEK,"Urban One, Inc. ",1.67,$74.65M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uonek,
URBN,"Urban Outfitters, Inc.",16.39,$1.6B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/urbn,
MYT,"Urban Tea, Inc.",0.5661,$25.58M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/myt,
URGN,UroGen Pharma Ltd.,25.24,$553.64M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urgn,
UROV,Urovant Sciences Ltd.,8.76,$269.8M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urov,
ECOL,"US Ecology, Inc.",33.04,$1.04B,n/a,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/ecol,
USAK,"USA Truck, Inc.",8.84,$76.8M,1992,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/usak,
USIO,"Usio, Inc.",2.1601,$44.14M,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/usio,
UTMD,"Utah Medical Products, Inc.",88,$320.54M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/utmd,
UTSI,UTStarcom Holdings Corp,1.7098,$61.43M,2000,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/utsi,
UXIN,Uxin Limited,1.58,$467.48M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uxin,
VCNX,"Vaccinex, Inc.",7.94,$135.96M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vcnx,
VLY,Valley National Bancorp,7.26,$2.93B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/vly,
VALU,"Value Line, Inc.",24.65,$237.05M,1983,Finance,Investment Managers,https://old.nasdaq.com/symbol/valu,
VNDA,Vanda Pharmaceuticals Inc.,11.18,$609.87M,2006,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vnda,
VREX,Varex Imaging Corporation,16.7,$652.97M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vrex,
VRNS,"Varonis Systems, Inc.",105.58,$3.32B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/vrns,
VBLT,Vascular Biogenics Ltd.,1.28,$61.31M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vblt,
VXRT,"Vaxart, Inc.",15.75,$1.72B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/vxrt,
PCVX,"Vaxcyte, Inc.",29,$1.47B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/pcvx,
VBIV,"VBI Vaccines, Inc.",6.17,$1.42B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vbiv,
VECO,Veeco Instruments Inc.,13.64,$674.2M,1994,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/veco,
VERO,Venus Concept Inc. ,3.13,$122.15M,2017,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/vero,
VEON,VEON Ltd.,1.82,$3.18B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/veon,
VRA,"Vera Bradley, Inc.",4.4,$146.96M,2010,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/vra,
VCYT,"Veracyte, Inc.",30.94,$1.55B,2013,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/vcyt,
VSTM,"Verastem, Inc.",1.47,$238.92M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vstm,
VERB,"Verb Technology Company, Inc.",1.26,$37.67M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/verb,
VCEL,Vericel Corporation,16.42,$740.72M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/vcel,
VERY,"Vericity, Inc.",8.94,$132.98M,2019,Finance,Life Insurance,https://old.nasdaq.com/symbol/very,
VRME,"VerifyMe, Inc.",3.71,$19.71M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/vrme,
VRNT,Verint Systems Inc.,43.59,$2.81B,2002,Technology,EDP Services,https://old.nasdaq.com/symbol/vrnt,
VRSN,"VeriSign, Inc.",199.7,$23.07B,1998,Technology,EDP Services,https://old.nasdaq.com/symbol/vrsn,
VRSK,"Verisk Analytics, Inc.",178.4,$28.95B,2009,Technology,EDP Services,https://old.nasdaq.com/symbol/vrsk,
VBTX,"Veritex Holdings, Inc.",16.14,$813.11M,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/vbtx,
VERI,"Veritone, Inc.",11.985,$324.98M,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/veri,
VRNA,Verona Pharma plc,10.2,$135.83M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrna,
VRRM,Verra Mobility Corporation,10.89,$1.76B,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/vrrm,
VRCA,Verrica Pharmaceuticals Inc.,8.57,$221.23M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrca,
VTNR,"Vertex Energy, Inc",0.614,$27.97M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/vtnr,
VRTX,Vertex Pharmaceuticals Incorporated,294.53,$76.36B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vrtx,
VERU,Veru Inc.,3.22,$224.96M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/veru,
VIAC,ViacomCBS Inc.,25.19,$15.5B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/viac,
VIACA,ViacomCBS Inc.,27.34,$16.82B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/viaca,
VSAT,"ViaSat, Inc.",37.58,$2.34B,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/vsat,
VIAV,Viavi Solutions Inc.,13.5,$3.08B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/viav,
VICR,Vicor Corporation,75.97,$3.26B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vicr,
VCTR,"Victory Capital Holdings, Inc.",19.02,$1.29B,2018,Finance,Investment Managers,https://old.nasdaq.com/symbol/vctr,
VIE,"Viela Bio, Inc.",42.91,$2.19B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vie,
VMD,"Viemed Healthcare, Inc.",10.39,$395.14M,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/vmd,
VRAY,"ViewRay, Inc.",2.28,$336.07M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/vray,
VKTX,"Viking Therapeutics, Inc.",7.1,$515.43M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vktx,
VBFC,Village Bank and Trust Financial Corp.,31.42,$45.68M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/vbfc,
VFF,"Village Farms International, Inc.",5.24,$294.75M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/vff,
VLGEA,"Village Super Market, Inc.",27.1,$393.97M,n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/vlgea,
VIOT,"Viomi Technology Co., Ltd",6.41,$447.79M,2018,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/viot,
VNOM,Viper Energy Partners LP,10.08,$1.6B,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/vnom,
VIR,"Vir Biotechnology, Inc.",51.38,$6.49B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/vir,
VIRC,Virco Manufacturing Corporation,2.31,$36.3M,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/virc,
VTSI,"VirTra, Inc.",3.47,$26.9M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/vtsi,
VIRT,"Virtu Financial, Inc.",25.5,$4.96B,2015,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/virt,
VRTS,"Virtus Investment Partners, Inc.",127.33,$979.86M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/vrts,
BBC,Virtus LifeSci Biotech Clinical Trials ETF,43.44,$43.44M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbc,
BBP,Virtus LifeSci Biotech Products ETF,48.997,$49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbp,
VRTU,Virtusa Corporation,32.61,$982.63M,2007,Technology,EDP Services,https://old.nasdaq.com/symbol/vrtu,
VISL,"Vislink Technologies, Inc.",0.674,$64.89M,2013,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/visl,
VTGN,"VistaGen Therapeutics, Inc.",0.585,$32.63M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vtgn,
VC,Visteon Corporation,72.03,$2B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/vc,
VIVE,"Viveve Medical, Inc.",0.5946,$9.33M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/vive,
VVPR,VivoPower International PLC,1.93,$26.17M,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/vvpr,
VOD,Vodafone Group Plc,16.28,$43.67B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/vod,
VG,Vonage Holdings Corp.,10.85,$2.66B,2006,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/vg,
VOXX,VOXX International Corporation,6.65,$159.05M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/voxx,
VYGR,"Voyager Therapeutics, Inc.",12.98,$482.74M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/vygr,
VRM,"Vroom, Inc.",46.7,$5.38B,2020,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/vrm,
VSEC,VSE Corporation,29.16,$322.02M,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/vsec,
VTVT,vTv Therapeutics Inc.,2.55,$174.39M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vtvt,
VUZI,Vuzix Corporation,4.11,$161.55M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/vuzi,
WAFU,Wah Fu Education Group Limited,5.76,$25.23M,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/wafu,
WTRH,Waitr Holdings Inc.,4.425,$442.26M,2016,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/wtrh,
WBA,"Walgreens Boots Alliance, Inc.",41.42,$35.89B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/wba,
WSG,Wanda Sports Group Company Limited,2.15,$296.57M,2019,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/wsg,
WMG,Warner Music Group Corp.,29.42,$15B,2020,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/wmg,
WAFD,"Washington Federal, Inc.",24.52,$1.86B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/wafd,
WASH,"Washington Trust Bancorp, Inc.",30.95,$534.15M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/wash,
WSBF,"Waterstone Financial, Inc.",13.9,$360.22M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/wsbf,
WTRE,Watford Holdings Ltd.,17.46,$347.23M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wtre,
WVE,WAVE Life Sciences Ltd.,10,$357.32M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/wve,
WSTG,"Wayside Technology Group, Inc.",22.91,$99.69M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/wstg,
WDFC,WD-40 Company,198.97,$2.72B,1973,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/wdfc,
WB,Weibo Corporation,35.36,$8.01B,2014,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/wb,
WEN,Wendy&#39;s Company (The),22.41,$4.99B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/wen,
WERN,"Werner Enterprises, Inc.",45.23,$3.13B,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/wern,
WSBC,"WesBanco, Inc.",20.03,$1.34B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/wsbc,
WTBA,West Bancorporation,16.94,$278.62M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/wtba,
